Email Address,Start Date,End Date,School,Pre-Confidence Scoping your topic,Pre-Confidence Searching Keywords,Pre-Confidence Searching library online databases,Pre-Confidence Searching the Internet using Google,Pre-Confidence  Evaluating information,Pre-Confidence Citing References,Pre-Confidence Creating Reference List,Pre-Confidence Scoping your topic (numeric),Pre-Confidence Searching Keywords (numeric),Pre-Confidence Searching library online databases (numeric),Pre-Confidence Searching the Internet using Google (numeric),Pre-Confidence  Evaluating information (numeric),Pre-Confidence Citing References (numeric),Pre-Confidence Creating Reference List (numeric),Pre-Training Scoping your topic,Pre-Training Searching using keywords,Pre-Training Searching library online databases,Pre-Training Searching the Internet using Google,Pre-Training Evaluating information,Pre-Training Citing References,Pre-Training Creating Reference List,Pre-Training Scoping your topic  (numeric),Pre-Training Searching using keywords (numeric),Pre-Training Searching library online databases (numeric),Pre-Training Searching the Internet using Google (numeric),Pre-Training Evaluating information (numeric),Pre-Training Citing References (numeric),Pre-Training Creating Reference List (numeric)
613e09a6d983619c8c9bbd6b2d140a057a6148bdb27789f7dd884999aa29c658,43016.97986,43016.98194,School of Information Systems,Not confident at all,Confident,Not confident at all,Very confident,Somewhat confident,Not confident at all,Not confident at all,1,4,1,5,3,1,1,No,Unsure,Unsure,No,Yes,Yes,Yes,0,0,0,0,1,1,1
8ebbebc40ebfe51c8f588379e2cf93b2a72d053a43f82ea179d671eff6b50ab1,43016.97292,43016.97431,School of Accountancy,Somewhat confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Slightly confident,Slightly confident,3,3,2,4,3,2,2,Unsure,Yes,Yes,No,Yes,No,No,0,1,1,0,1,0,0
2bfdd039ea390f4a239870b785026b88a01bb8312aa04c823eb416c02d39cbcf,43016.95278,43016.95347,School of Law,Confident,Confident,Confident,Very confident,Confident,Somewhat confident,Confident,4,4,4,5,4,3,4,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
8d24ff204f7f368808feca5282cbad12504fc8f318c48e714ac03a1ee60a81a5,43016.92361,43016.92431,School of Social Sciences,Somewhat confident,Confident,Confident,Very confident,Confident,Somewhat confident,Somewhat confident,3,4,4,5,4,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
c3e5fdd09805e2cc645fbd4af96cc74f51b0448416fcf83dc93813d053c2fab7,43016.89861,43016.9,School of Information Systems,Somewhat confident,Confident,Confident,Very confident,Confident,Somewhat confident,Confident,3,4,4,5,4,3,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
c2238a3e757f14ce43bb3a6829dcccf62d096aeab58a366e7a817663b814bbb5,43016.89444,43016.89583,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Slightly confident,Confident,Slightly confident,Somewhat confident,Somewhat confident,1,2,2,4,2,3,3,No,No,Unsure,Unsure,No,Yes,Yes,0,0,0,0,0,1,1
70b61dfa68437c6d69fe7f330c294a80dee3f342a6eb2f1c0faa06d597f668db,43016.89097,43016.89167,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Very confident,Confident,Confident,Somewhat confident,3,3,3,5,4,4,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
cb2feb300cb266dfeeaede7bdb87a2a2f4864342161d5c3e1695ba7324e145f1,43016.83472,43016.83542,School of Information Systems,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,3,3,3,3,3,No,No,Yes,Yes,No,No,No,0,0,1,1,0,0,0
8b003bb154a7d8dc045cee4ec6d2f32dd308c03fe39d7b1263335453dfee26ae,43016.73403,43016.73472,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Somewhat confident,Very confident,Very confident,3,3,3,4,3,5,5,Yes,Unsure,Yes,Yes,No,Yes,Yes,1,0,1,1,0,1,1
6265bb62495b04e6ba2a97d591592c0ce0c9456a574d085a3b76f35e9eebe3ec,43016.66042,43016.66111,School of Social Sciences,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,3,3,3,4,4,3,3,No,Yes,Yes,No,No,No,No,0,1,1,0,0,0,0
968b338dfbee5e12adf3d7d36c58d908468c829453c897efaaf9f5285b217481,43016.58611,43016.58819,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Confident,Confident,2,3,2,4,3,4,4,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
9d26cab6b7c77c10693e5a35ce216fdbae6e55df581b22ef1e81ec7c61afcd25,43016.54236,43016.54306,School of Law,Somewhat confident,Confident,Slightly confident,Confident,Very confident,Somewhat confident,Confident,3,4,2,4,5,3,4,No,Unsure,No,No,No,No,No,0,0,0,0,0,0,0
0362214e8fe8351c97987db3a5d5aff1be4e83825c891e277ba45eac335ee3ee,43016.52708,43016.52847,School of Economics,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,3,3,2,3,3,3,3,Unsure,No,Yes,Yes,Unsure,Yes,Yes,0,0,1,1,0,1,1
101ffb1a9ab86fddb9edbff6ac1f81b04bf1a5bec130950a5d941961f9e64d28,43016.50069,43016.50278,Lee Kong Chian School of Business,Slightly confident,Somewhat confident,Not confident at all,Confident,Confident,Confident,Somewhat confident,2,3,1,4,4,4,3,No,No,No,No,Unsure,Unsure,Unsure,0,0,0,0,0,0,0
2e89fff6951ec69264cf68226030621d69d2b93174b7c9eb701ea11f8d2a3b25,43016.325,43016.32569,School of Social Sciences,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
b87f5281dd955b5ea3c3aaacf43f5d766e0988090157e62636d7c17c792b97d7,43016.06319,43016.06458,Lee Kong Chian School of Business,Confident,Confident,Somewhat confident,Confident,Somewhat confident,Somewhat confident,Confident,4,4,3,4,3,3,4,Yes,Yes,No,Yes,No,No,Yes,1,1,0,1,0,0,1
4cf13dac3d98fb7b51bdc2ecafe361037455446d076780a4576d27af2b5aaa7b,43016.00972,43016.01319,School of Accountancy,Confident,Confident,Not confident at all,Confident,Confident,Confident,Confident,4,4,1,4,4,4,4,Yes,Yes,No,Unsure,Unsure,Yes,Yes,1,1,0,0,0,1,1
ceab0225bee964f1a85dba97dcd52ec22a75ec65c41d57b5fc85fbf6d531985f,42986.93056,42986.93194,Lee Kong Chian School of Business,Somewhat confident,Confident,Somewhat confident,Very confident,Confident,Somewhat confident,Somewhat confident,3,4,3,5,4,3,3,No,Yes,No,Yes,No,No,No,0,1,0,1,0,0,0
d59d4e63fdc11190d4ccc2879278af692e947019c0786d348345b724620aa880,42986.75278,42986.75347,School of Law,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Somewhat confident,Slightly confident,Slightly confident,2,2,1,3,3,2,2,No,Yes,Unsure,Yes,No,No,No,0,1,0,1,0,0,0
cfcd804ee7a76da85ed85f692d4de1008a3c7fddf1c0f7cab8e3385556fac5cf,42986.73611,42986.73819,School of Social Sciences,Somewhat confident,Confident,Not confident at all,Very confident,Somewhat confident,Very confident,Very confident,3,4,1,5,3,5,5,No,No,No,No,No,No,No,0,0,0,0,0,0,0
de68b3aa251282f06afce6b1081a01e313a7a3daef10700ebc155250b69df81e,42986.67847,42986.68056,School of Economics,Confident,Somewhat confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,4,3,3,4,4,3,3,Yes,No,No,Yes,Yes,Yes,No,1,0,0,1,1,1,0
fe39fac641d0c95e6f93f9a07d371ab8c890a8a9c4f434e5cf872bd9355b9c41,42986.66597,42986.66667,Lee Kong Chian School of Business,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
60bddaddfb4adaaca617584a6fc3840c6609ff172b8d556f979d4313b32e88c5,42986.63819,42986.63889,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Slightly confident,Confident,Slightly confident,Slightly confident,Slightly confident,2,2,2,4,2,2,2,No,No,No,No,No,No,No,0,0,0,0,0,0,0
e2389c30371c2747d57b69701adb90a283b50bc7d08c5870fd299f443899fe8f,42986.59444,42986.59653,School of Economics,Somewhat confident,Confident,Not confident at all,Confident,Confident,Confident,Confident,3,4,1,4,4,4,4,Yes,No,No,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1
c0f4cbf8774ef1ba643ab9b3c8b582c0bbb018961d42d31312a88a9bb54594b1,42986.58264,42986.58333,School of Social Sciences,Somewhat confident,Somewhat confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,3,3,3,4,4,3,3,No,No,No,Yes,Yes,Yes,No,0,0,0,1,1,1,0
67aafffcd029e4cf7342add3b11c3d4b92094c25a415ef1f7a6857a5626d6258,42986.04167,42986.04236,School of Social Sciences,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Not confident at all,Slightly confident,2,3,2,4,3,1,2,No,No,No,No,No,No,No,0,0,0,0,0,0,0
bba5cebd2437f0aeb2b0bc2eb30071c38bcc2bda3af2c46c856126d33ad056ad,42955.95,42955.95069,Lee Kong Chian School of Business,Somewhat confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Not confident at all,3,3,2,4,3,3,1,No,No,Yes,Yes,Yes,Yes,Yes,0,0,1,1,1,1,1
0d266f6b30d2abbf9530ec8e7b03275a975a63887bdff6a6244e7325ffdb231d,42955.93611,42955.93889,School of Economics,Slightly confident,Confident,Slightly confident,Very confident,Slightly confident,Somewhat confident,Confident,2,4,2,5,2,3,4,No,No,No,No,Unsure,No,Yes,0,0,0,0,0,0,1
c3217d7e47b36500ec938cfacca00d82dcd6e39b263a5fd9fc6710f56fbe566b,42955.93472,42955.93611,School of Information Systems,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Confident,3,4,3,4,4,3,4,Unsure,Yes,Unsure,Yes,Yes,Unsure,Yes,0,1,0,1,1,0,1
53116828506c89e929aa345319897be84679cb7136be75bea97886bb23dc7fac,42955.81806,42955.82292,School of Economics,Slightly confident,Confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Very confident,2,4,2,4,3,3,5,No,Yes,No,Yes,Unsure,Unsure,Yes,0,1,0,1,0,0,1
1fb114630505f48988a8a5b975677fc827e14e33328dec7cbf3c5b7016afce2d,42955.79444,42955.79583,Lee Kong Chian School of Business,Slightly confident,Confident,Slightly confident,Very confident,Somewhat confident,Slightly confident,Slightly confident,2,4,2,5,3,2,2,No,No,No,Yes,No,No,No,0,0,0,1,0,0,0
1dc6fed128db29dd97aae6c089e473a81efc4387ff7a125324b5b38200c7059d,42955.7625,42955.76528,School of Information Systems,Slightly confident,Somewhat confident,Slightly confident,Confident,Somewhat confident,Somewhat confident,Somewhat confident,2,3,2,4,3,3,3,No,Unsure,No,Yes,Yes,No,Yes,0,0,0,1,1,0,1
ee3755c93b7b3f6e65ece633ae7c21c8658bfd6dba8ed6100b5af0e970231808,42955.7625,42955.76458,Lee Kong Chian School of Business,Confident,Very confident,Somewhat confident,Very confident,Confident,Somewhat confident,Very confident,4,5,3,5,4,3,5,Yes,Yes,No,Yes,Yes,Unsure,Yes,1,1,0,1,1,0,1
656d456ed930b83aac2979adadf08f6406fe41a23614ee4b103084ede167a896,42955.71875,42955.72014,School of Information Systems,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
1a8719795c438a3b3bd8d5ba95544015ef3da6f64a2c721fb97814e202752317,42955.59236,42955.59653,Lee Kong Chian School of Business,Somewhat confident,Very confident,Confident,Confident,Somewhat confident,Slightly confident,Confident,3,5,4,4,3,2,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
e09dfd25b54ed7b6ea67e9f45a859a87a640d8b2a696be7d035c08835e4aa50d,42955.59444,42955.59514,School of Information Systems,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Very confident,Very confident,2,3,2,3,3,5,5,Unsure,Unsure,Unsure,Yes,Unsure,Yes,Yes,0,0,0,1,0,1,1
8bb2f415bb6b065735e5e39990dcec3b3e5524ab27e2ab2cc392f27729e2b3dd,42955.58819,42955.58889,School of Social Sciences,Slightly confident,Confident,Somewhat confident,Confident,Confident,Very confident,Very confident,2,4,3,4,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
5643d32b77cca90fa51a74528a9405c80f7c28ab3e833561af316295a80a52f8,42955.55208,42955.55417,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,2,2,1,3,2,1,1,No,Unsure,No,Yes,No,Unsure,No,0,0,0,1,0,0,0
3bcc908fae9602c6ae9830fefc63bac6f74d55d1567214d997b348d21154cf29,42955.54861,42955.55069,School of Economics,Somewhat confident,Slightly confident,Not confident at all,Confident,Confident,Somewhat confident,Somewhat confident,3,2,1,4,4,3,3,Yes,Unsure,No,Yes,Yes,Yes,Yes,1,0,0,1,1,1,1
10b0d8da43345f9539cd790833aa9a2455e662213a514ed578a131e7d7762e84,42955.51389,42955.51597,School of Economics,Somewhat confident,Somewhat confident,Slightly confident,Confident,Confident,Confident,Confident,3,3,2,4,4,4,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
ef0cc56db99cd043140699864ec40bb3c34941f5dee33ffd6365936084fc0e7f,42955.42917,42955.42986,School of Information Systems,Somewhat confident,Very confident,Confident,Very confident,Somewhat confident,Confident,Confident,3,5,4,5,3,4,4,No,Yes,No,Yes,Yes,Unsure,Yes,0,1,0,1,1,0,1
110223be13cdcd22fce1f2c59aa54791772962b6ecdcba7f47703829582ea8d1,42955.40694,42955.40903,School of Economics,Slightly confident,Somewhat confident,Not confident at all,Confident,Somewhat confident,Confident,Confident,2,3,1,4,3,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
c49d20711e760f78e3ef5268815a57b501c9361695cd288ad2ade23949371d6f,42955.39028,42955.39097,School of Law,Somewhat confident,Somewhat confident,Not confident at all,Confident,Confident,Confident,Confident,3,3,1,4,4,4,4,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
b0471df22835d914adec842b066a9d84aeecfb480ff5e2b1f6fec35e5e01a033,42955.04931,42955.05,School of Accountancy,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Unsure,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
0e0f92af7efde4d30a6f244ff655302f132853f2a408bf5ff44335b5b48449bb,42955.02083,42955.03819,School of Law,Slightly confident,Confident,Not confident at all,Very confident,Confident,Slightly confident,Somewhat confident,2,4,1,5,4,2,3,No,Yes,No,Yes,Unsure,Unsure,Unsure,0,1,0,1,0,0,0
d63b9c6b9f1c6734f4798ff7a5b99944bf383756c7d39f1c14b8fc881e4c40c7,42955.02083,42955.02153,School of Accountancy,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
c8971aea278f0b37bf48d3a75f3b1fc2adc82c8b7bc0c2d75d6a9eff5ee0df36,42924.98194,42924.98333,School of Social Sciences,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,2,3,2,2,3,2,2,No,No,No,No,No,No,No,0,0,0,0,0,0,0
24320aae5d0d79b6ccfeae988a2ac43b3469b5102880077ca13929e226566a4c,42924.96181,42924.96458,Lee Kong Chian School of Business,Not confident at all,Slightly confident,Not confident at all,Confident,Somewhat confident,Somewhat confident,Not confident at all,1,2,1,4,3,3,1,No,No,No,No,Yes,Yes,No,0,0,0,0,1,1,0
a2dc5399a5aa359c3e14cb37296ae672c2f393c97981affe7381f71ef4f2ca65,42924.95764,42924.95903,School of Accountancy,Slightly confident,Somewhat confident,Not confident at all,Confident,Not confident at all,Slightly confident,Slightly confident,2,3,1,4,1,2,2,Yes,Yes,No,Yes,No,Yes,Yes,1,1,0,1,0,1,1
926eccf3497084f4b7d869ef6911a4c044cf8659bbc960bb67f6150c287b6db6,42924.93542,42924.93611,Lee Kong Chian School of Business,Confident,Slightly confident,Slightly confident,Confident,Slightly confident,Somewhat confident,Slightly confident,4,2,2,4,2,3,2,Yes,Yes,No,Unsure,Unsure,Yes,No,1,1,0,0,0,1,0
46e15791ffe49b1f10f60b591a9d2e81e0d283a2718a8248f5c4dd5761a68861,42924.86389,42924.86528,School of Economics,Somewhat confident,Very confident,Somewhat confident,Confident,Somewhat confident,Confident,Confident,3,5,3,4,3,4,4,No,No,No,No,No,No,No,0,0,0,0,0,0,0
62270f730a1ae90cf6984a815050047793f6bba14d989c4319be661c2ee5fc67,42924.84028,42924.84236,School of Economics,Slightly confident,Confident,Somewhat confident,Very confident,Confident,Somewhat confident,Somewhat confident,2,4,3,5,4,3,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
90f0ad9d4a42cf509555954d064ecab6e68aa6311b3d485db60f7a77f86e9301,42924.73472,42924.73958,School of Accountancy,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Slightly confident,Somewhat confident,Somewhat confident,2,2,2,2,2,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
e21fcc3fbaea42954a540d91b9fbb8c1d1b2cf1aadcb00f167d86d87575e0497,42924.73611,42924.7375,School of Information Systems,Confident,Very confident,Somewhat confident,Very confident,Very confident,Very confident,Very confident,4,5,3,5,5,5,5,No,Yes,Unsure,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
9316c4f52692b921604bc0a88dd56a783a083830b2d4facd920310f37b2201bf,42924.675,42924.67639,School of Accountancy,Slightly confident,Somewhat confident,Not confident at all,Confident,Slightly confident,Not confident at all,Not confident at all,2,3,1,4,2,1,1,Yes,Yes,No,Yes,Unsure,Yes,Unsure,1,1,0,1,0,1,0
a046b0924f465b545b6783728ba9a7ace3504baeb84c9cb233aac90c94fb71c0,42924.65,42924.65139,School of Information Systems,Somewhat confident,Confident,Not confident at all,Confident,Confident,Confident,Confident,3,4,1,4,4,4,4,Unsure,Yes,Unsure,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
dc1f75cd818317ea4a6048a5f3fa86910d756ce5f40990ed3163d32948371f67,42924.62847,42924.63194,School of Information Systems,Somewhat confident,Slightly confident,Not confident at all,Somewhat confident,Not confident at all,Slightly confident,Somewhat confident,3,2,1,3,1,2,3,No,No,No,Yes,No,No,Yes,0,0,0,1,0,0,1
47e803b4dd51ac89a35c58df9b61822509e9ece513690277fcb398d1d9274c34,42924.62917,42924.63125,School of Law,Somewhat confident,Slightly confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,3,2,3,2,3,3,3,Yes,Yes,Yes,Yes,Unsure,Yes,Yes,1,1,1,1,0,1,1
c443a18bb0a1b997b47e16af070b7e63ef29464d3f7e678228041e11d77b3499,42924.62153,42924.62292,Lee Kong Chian School of Business,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,No,No,No,Yes,Yes,No,No,0,0,0,1,1,0,0
4cd239e901435609e4308e1e16fe33724687930adc108209d74d3b583c6cff17,42924.60625,42924.60764,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Somewhat confident,Slightly confident,Slightly confident,Confident,Confident,2,2,3,2,2,4,4,No,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
1994395fee12af92f5fe43f8d7a4ad0b46d35d1ab63385118a50ef3469f7e847,42924.60278,42924.60417,School of Accountancy,Confident,Confident,Somewhat confident,Confident,Confident,Confident,Confident,4,4,3,4,4,4,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
4d535b19e06cd067b7ce7e87c3549b5ffdb4de9f8c8a4a79e1bb50a42f4916c4,42924.60069,42924.60139,School of Accountancy,Confident,Confident,Somewhat confident,Very confident,Very confident,Very confident,Very confident,4,4,3,5,5,5,5,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
e7f48eb3c0f0c4a0d943a576abd754bb6da89e5b8a9adc9a5b7097136305b684,42924.58472,42924.58681,School of Information Systems,Confident,Confident,Confident,Very confident,Somewhat confident,Confident,Confident,4,4,4,5,3,4,4,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
47be13923a808b5febc000afad7cb2da6dce19d508f7fe95c5b776edaee017e5,42924.57569,42924.57639,School of Law,Somewhat confident,Very confident,Confident,Very confident,Confident,Confident,Confident,3,5,4,5,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
f1f89850208d101e6162aa37666fddc51510fbb98fdc5b3c71147bc2d06b84b1,42924.55903,42924.55972,Lee Kong Chian School of Business,Somewhat confident,Confident,Not confident at all,Confident,Confident,Confident,Confident,3,4,1,4,4,4,4,Yes,Yes,No,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
228514806ad8b8407e91c72e324c5f3b877ca4f9ed65a46c770b37a06d452041,42924.55347,42924.55417,School of Law,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,Somewhat confident,Slightly confident,Somewhat confident,3,3,2,3,3,2,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
041c62c25b7591586f99be6e97100023685c2aa037c2ef947ead19d9330a08e8,42924.54792,42924.54861,Lee Kong Chian School of Business,Confident,Confident,Confident,Confident,Confident,Confident,Confident,4,4,4,4,4,4,4,No,No,No,Yes,No,Yes,Yes,0,0,0,1,0,1,1
43c03d0c96fe8631f1e7424b5f12431f8fa7a90b0903eac7ea88948cfea82440,42924.54097,42924.54236,School of Economics,Somewhat confident,Somewhat confident,Confident,Very confident,Confident,Very confident,Very confident,3,3,4,5,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
aaa4dc689bc87e22ea5a3a87110d2c0dfe37c6bc1845d0524adc74e027542e6c,42924.46875,42924.47014,School of Information Systems,Slightly confident,Somewhat confident,Slightly confident,Confident,Confident,Somewhat confident,Somewhat confident,2,3,2,4,4,3,3,No,No,No,No,No,No,No,0,0,0,0,0,0,0
36853b911190d5f26cd7aac886dc5b404ca9abbcaa3151e44755c93fc86c735f,42924.46875,42924.47014,Lee Kong Chian School of Business,Confident,Confident,Somewhat confident,Very confident,Confident,Confident,Confident,4,4,3,5,4,4,4,No,Yes,No,Yes,Yes,Yes,Yes,0,1,0,1,1,1,1
613e09a6d983619c8c9bbd6b2d140a057a6148bdb27789f7dd884999aa29c658,42924.44722,42924.45069,School of Information Systems,Very confident,Very confident,Not confident at all,Very confident,Somewhat confident,Not confident at all,Not confident at all,5,5,1,5,3,1,1,Yes,Yes,No,No,No,Yes,No,1,1,0,0,0,1,0
72c8ca2ebf2be96fe91167cfcff0088a2483556d14d740271bcfca71d9fd5f17,42924.39236,42924.39306,School of Social Sciences,Somewhat confident,Confident,Confident,Confident,Confident,Confident,Confident,3,4,4,4,4,4,4,No,Yes,No,Yes,No,No,Yes,0,1,0,1,0,0,1
fffd8284b898d67b7a19e37a84fcfd65dff475d46f82c0587036d47902d887f8,42924.24167,42924.24236,Lee Kong Chian School of Business,Somewhat confident,Confident,Not confident at all,Somewhat confident,Confident,Confident,Confident,3,4,1,3,4,4,4,Yes,Yes,Unsure,Yes,Yes,Yes,Yes,1,1,0,1,1,1,1
3071f4636fd6e9e0b32859f58d9da7cf037c878288a0dca74fb81ebfb64fd8dc,42924.05972,42924.06458,School of Law,Slightly confident,Confident,Slightly confident,Very confident,Somewhat confident,Somewhat confident,Somewhat confident,2,4,2,5,3,3,3,No,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,1,1,1
f99b768bd8f6c17839df0409fc32f73e6c9ccee6aef85f3a1edcf73aeb68b47b,42924.01458,42924.02986,School of Information Systems,Confident,Very confident,Somewhat confident,Very confident,Very confident,Slightly confident,Slightly confident,4,5,3,5,5,2,2,No,Unsure,No,Yes,No,No,No,0,0,0,1,0,0,0
774308c2026a59581102114a23afb1aba26f667bd2f01747bfabc2c3d1f640af,42894.99931,42924,School of Information Systems,Somewhat confident,Confident,Somewhat confident,Confident,Confident,Somewhat confident,Somewhat confident,3,4,3,4,4,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1
6b174b8d3e0bd66775c1eb736285ad8ed694ad3a5f1dcca2ed10a3b11f3c9050,42894.99444,42894.99583,School of Economics,Not confident at all,Slightly confident,Slightly confident,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat confident,1,2,2,3,3,3,3,Yes,Yes,Unsure,Yes,No,No,Yes,1,1,0,1,0,0,1
f7f3371296c6ab5155bb8fd10895251637d3b760821a765d53cc09ea4386bc5a,42894.97986,42894.98472,Lee Kong Chian School of Business,Slightly confident,Slightly confident,Not confident at all,Somewhat confident,Slightly confident,Not confident at all,Not confident at all,2,2,1,3,2,1,1,No,No,No,No,No,No,No,0,0,0,0,0,0,0
